Leg,Round,Right Fencer,Left Fencer,Score,Winner
5,Table of 16,DELOS SANTOS JAYMI,UY JANA ANNIKA,"15 - 13
Ref GONZALES TIMOTHY DALE NTP / PHI
11:23 AM",DELOS SANTOS JAYMI
5,Table of 16,HARRISON ASHLEY MAE MICHELLE,MATIAS ANDREA JENNELLE,"15 - 12
Ref BAUTISTA JIAN MIGUEL NTP / PHI
11:21 AM",HARRISON ASHLEY MAE MICHELLE
5,Table of 16,EDNILAG KRUPSKAYA,GOMEZ JULIANA MA. BEATRICE,"15 - 7
Ref CABAERO RAVEN PHI
11:15 AM",GOMEZ JULIANA MA. BEATRICE
5,Table of 16,LARRAZABAL ALEXA,MENDOZA JENNINA,"15 - 7
Ref ERGINA LEE EIGRAN NTP / PHI
11:21 AM",LARRAZABAL ALEXA
5,Table of 16,TRINIDAD SOLANA MAYUMI,SANDOVAL JUSTA ANDREA,"13 - 7
Ref OBZUNAR AURELL FLORENCE UE / PHI
11:18 AM",TRINIDAD SOLANA MAYUMI
5,Table of 16,BUSTOS MICKYLE REIN,CANLAS NINA DOMINIQUE,"15 - 11
11:17 AM",BUSTOS MICKYLE REIN
5,Table of 16,TORRE PAPINA MARGUERITE,DINOY IVY CLAIRE,"15 - 4
Ref DAYRO JOHN PAUL UP / PHI
11:38 AM",DINOY IVY CLAIRE
5,Table of 8,ABELLA HANNIEL,DELOS SANTOS JAYMI,"15 - 11
Ref OBZUNAR AURELL FLORENCE UE / PHI
12:02 PM",ABELLA HANNIEL
5,Table of 8,HARRISON ASHLEY MAE MICHELLE,GOMEZ JULIANA MA. BEATRICE,"12 - 11
Ref ERGINA LEE EIGRAN NTP / PHI
12:03 PM",GOMEZ JULIANA MA. BEATRICE
5,Table of 8,LARRAZABAL ALEXA,TRINIDAD SOLANA MAYUMI,"15 - 8
Ref BAUTISTA JIAN MIGUEL NTP / PHI
12:03 PM",LARRAZABAL ALEXA
5,Table of 8,BUSTOS MICKYLE REIN,DINOY IVY CLAIRE,"15 - 9
Ref GONZALES TIMOTHY DALE NTP / PHI
12:00 PM",DINOY IVY CLAIRE
5,Semi-Finals,ABELLA HANNIEL,GOMEZ JULIANA MA. BEATRICE,"15 - 11
Ref OBZUNAR AURELL FLORENCE UE / PHI
Video ERGINA LEE EIGRAN NTP / PHI
12:38 PM",ABELLA HANNIEL
5,Semi-Finals,LARRAZABAL ALEXA,DINOY IVY CLAIRE,"15 - 12
Ref BAUTISTA JIAN MIGUEL NTP / PHI
Video GONZALES TIMOTHY DALE NTP / PHI
12:39 PM",LARRAZABAL ALEXA
5,Finals,ABELLA HANNIEL,LARRAZABAL ALEXA,"15 - 14
Ref BAUTISTA JIAN MIGUEL NTP / PHI
Video DAYRO JOHN PAUL UP / PHI
1:22 PM",LARRAZABAL ALEXA
